O*NET-SOC Code,Title,Task,Automation_Score,High_Risk,Industry
47-4041.00,Hazardous Materials Removal Workers,"Package, store, or move irradiated fuel elements in the underwater storage basins of nuclear reactor plants, using machines or equipment.",2.1,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,Set out signs and cones around work areas to divert traffic.,2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,Flag motorists to warn them of obstacles or repair work ahead.,2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,Perform preventative maintenance on vehicles and heavy equipment.,2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,Drive trucks to transport crews and equipment to work sites.,2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,"Erect, install, or repair guardrails, road shoulders, berms, highway markers, warning signals, and highway lighting, using hand tools and power tools.",2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,"Clean and clear debris from culverts, catch basins, drop inlets, ditches, and other drain structures.",2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,"Drive heavy equipment and vehicles with adjustable attachments to sweep debris from paved surfaces, mow grass and weeds, remove snow and ice, and spread salt and sand.",2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,"Haul and spread sand, gravel, and clay to fill washouts and repair road shoulders.",2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,"Inspect, clean, and repair drainage systems, bridges, tunnels, and other structures.",2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,"Remove litter and debris from roadways, including debris from rock and mud slides.",2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,"Dump, spread, and tamp asphalt, using pneumatic tampers, to repair joints and patch broken pavement.",2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,"Perform roadside landscaping work, such as clearing weeds and brush, and planting and trimming trees.",2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,Apply poisons along roadsides and in animal burrows to eliminate unwanted roadside vegetation and rodents.,2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,"Measure and mark locations for installation of markers, using tape, string, or chalk.",2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,"Paint traffic control lines and place pavement traffic messages, by hand or using machines.",2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,"Apply oil to road surfaces, using sprayers.",2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,Inspect markers to verify accurate installation.,2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,Place and remove snow fences used to prevent the accumulation of drifting snow on highways.,2.29,1,Construction and Extraction
47-4051.00,Highway Maintenance Workers,Blend compounds to form adhesive mixtures used for marker installation.,2.29,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Patrol assigned track sections so that damaged or broken track can be located and reported.,2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Repair or adjust track switches, using wrenches and replacement parts.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Weld sections of track together, such as switch points and frogs.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Observe leveling indicator arms to verify levelness and alignment of tracks.,2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Operate single- or multiple-head spike driving machines to drive spikes into ties and secure rails.,2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Operate track wrenches to tighten or loosen bolts at joints that hold ends of rails together.,2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Cut rails to specified lengths, using rail saws.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Lubricate machines, change oil, or fill hydraulic reservoirs to specified levels.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Drill holes through rails, tie plates, or fishplates for insertion of bolts or spikes, using power drills.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Clean tracks or clear ice or snow from tracks or switch boxes.,2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Clean, grade, or level ballast on railroad tracks.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Raise rails, using hydraulic jacks, to allow for tie removal and replacement.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Adjust controls of machines that spread, shape, raise, level, or align track, according to specifications.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Dress and reshape worn or damaged railroad switch points or frogs, using portable power grinders.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Clean or make minor repairs to machines or equipment.,2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Grind ends of new or worn rails to attain smooth joints, using portable grinders.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Operate single- or multiple-head spike pullers to pull old spikes from ties.,2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,String and attach wire-guidelines machine to rails so that tracks or rails can be aligned or leveled.,2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Engage mechanisms that lay tracks or rails to specified gauges.,2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Drive graders, tamping machines, brooms, or ballast spreading machines to redistribute gravel or ballast between rails.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Drive vehicles that automatically move and lay tracks or rails over sections of track to be constructed, repaired, or maintained.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Turn wheels of machines, using lever controls, to adjust guidelines for track alignments or grades, following specifications.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Push controls to close grasping devices on track or rail sections so that they can be raised or moved.,2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Operate tie-adzing machines to cut ties and permit insertion of fishplates that hold rails.,2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Paint railroad signs, such as speed limits or gate-crossing warnings.",2.15,1,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Spray ties, fishplates, or joints with oil to protect them from weathering.",2.15,1,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Communicate with supervisors and other workers, using equipment such as wireless phones, pagers, or radio telephones.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Drive trucks to transport crews, materials, and equipment.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Inspect manholes to locate sewer line stoppages.,1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Operate sewer cleaning equipment, including power rodders, high-velocity water jets, sewer flushers, bucket machines, wayne balls, and vac-alls.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Prepare and keep records of actions taken, including maintenance and repair work.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Clean and repair septic tanks, sewer lines, or related structures such as manholes, culverts, and catch basins.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Measure excavation sites, using plumbers' snakes, tapelines, or lengths of cutting heads within sewers, and mark areas for digging.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Service, adjust, and make minor repairs to equipment, machines, and attachments.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Locate problems, using specially designed equipment, and mark where digging must occur to reach damaged tanks or pipes.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Dig out sewer lines manually, using shovels.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Clean and disinfect domestic basements and other areas flooded by sewer stoppages.,1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Withdraw cables from pipes and examine them for evidence of mud, roots, grease, and other deposits indicating broken or clogged sewer lines.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Ensure that repaired sewer line joints are tightly sealed before backfilling begins.,1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Rotate cleaning rods manually, using turning pins.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Install rotary knives on flexible cables mounted on machine reels, according to the diameters of pipes to be cleaned.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Start machines to feed revolving cables or rods into openings, stopping machines and changing knives to conform to pipe sizes.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Update sewer maps and manhole charts.,1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Cover repaired pipes with dirt, and pack backfilled excavations, using air and gasoline tampers.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Cut damaged sections of pipe with cutters, remove broken sections from ditches, and replace pipe sections, using pipe sleeves.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Requisition or order tools and equipment.,1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Break asphalt and other pavement so that pipes can be accessed, using airhammers, picks, and shovels.",1.56,0,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Tap mainline sewers to install sewer saddles.,1.56,0,Construction and Extraction
47-4091.00,Segmental Pavers,"Prepare base for installation by removing unstable or unsuitable materials, compacting and grading the soil, draining or stabilizing weak or saturated soils and taking measures to prevent water penetration and migration of bedding sand.",2.61,1,Construction and Extraction
47-4091.00,Segmental Pavers,"Supply and place base materials, edge restraints, bedding sand and jointing sand.",2.61,1,Construction and Extraction
47-4091.00,Segmental Pavers,Discuss the design with the client.,2.61,1,Construction and Extraction
47-4091.00,Segmental Pavers,"Set pavers, aligning and spacing them correctly.",2.61,1,Construction and Extraction
47-4091.00,Segmental Pavers,Sweep sand into the joints and compact pavement until the joints are full.,2.61,1,Construction and Extraction
47-4091.00,Segmental Pavers,"Screed sand level to an even thickness, and recheck sand exposed to elements, raking and rescreeding if necessary.",2.61,1,Construction and Extraction
47-4091.00,Segmental Pavers,"Cut paving stones to size and for edges, using a splitter and a masonry saw.",2.61,1,Construction and Extraction
47-4091.00,Segmental Pavers,"Compact bedding sand and pavers to finish the paved area, using a plate compactor.",2.61,1,Construction and Extraction
47-4091.00,Segmental Pavers,Design paver installation layout pattern and create markings for directional references of joints and stringlines.,2.61,1,Construction and Extraction
47-4091.00,Segmental Pavers,Sweep sand from the surface prior to opening to traffic.,2.61,1,Construction and Extraction
47-4091.00,Segmental Pavers,"Resurface an outside area with cobblestones, terracotta tiles, concrete or other materials.",2.61,1,Construction and Extraction
47-4091.00,Segmental Pavers,Cement the edges of the paved area.,2.61,1,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Test combustible appliances, such as gas appliances.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Determine amount of air leakage in buildings, using a blower door machine.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Test and diagnose air flow systems, using furnace efficiency analysis equipment.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Install and seal air ducts, combustion air openings, or ventilation openings to improve heating and cooling efficiency.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Inspect buildings to identify required weatherization measures, including repair work, modification, or replacement.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Recommend weatherization techniques to clients in accordance with needs and applicable energy regulations, codes, policies, or statutes.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Apply insulation materials, such as loose, blanket, board, and foam insulation to attics, crawl spaces, basements, or walls.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Make minor repairs using basic hand or power tools and materials, such as glass, lumber, and drywall.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,Prepare cost estimates or specifications for rehabilitation or weatherization services.,1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,Contact residents or building owners to schedule appointments.,1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Wrap air ducts and water lines with insulating materials, such as duct wrap and pipe insulation.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Prepare and apply weather-stripping, glazing, caulking, or door sweeps to reduce energy losses.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,Clean and maintain tools and equipment.,1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Apply spackling, compounding, or other materials to repair holes in walls.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Explain recommendations, policies, procedures, requirements, or other related information to residents or building owners.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Maintain activity logs, financial transaction logs, or other records of weatherization work performed.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Explain energy conservation measures, such as the use of low flow showerheads and energy-efficient lighting.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,"Prepare or assist in the preparation of bids, contracts, or written reports related to weatherization work.",1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,Install storm windows or storm doors and verify proper fit.,1.68,0,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,Wrap water heaters with water heater blankets.,1.68,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas","Inspect derricks, or order their inspection, prior to being raised or lowered.",1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas","Inspect derricks for flaws, and clean and oil derricks to maintain proper working conditions.",1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas",Control the viscosity and weight of the drilling fluid.,1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas","Repair pumps, mud tanks, and related equipment.",1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas",Set and bolt crown blocks to posts at tops of derricks.,1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas",Listen to mud pumps and check regularly for vibration and other problems to ensure that rig pumps and drilling mud systems are working properly.,1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas",Start pumps that circulate mud through drill pipes and boreholes to cool drill bits and flush out drill cuttings.,1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas","Position and align derrick elements, using harnesses and platform climbing devices.",1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas","Supervise crew members, and provide assistance in training them.",1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas",Guide lengths of pipe into and out of elevators.,1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas","Prepare mud reports, and instruct crews about the handling of any chemical additives.",1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas",Clamp holding fixtures on ends of hoisting cables.,1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas","Weigh clay, and mix with water and chemicals to make drilling mud, using portable mixers.",1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas",String cables through pulleys and blocks.,1.66,0,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas",Steady pipes during connection to or disconnection from drill or casing strings.,1.66,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Train crews, and introduce procedures to make drill work more safe and effective.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Observe pressure gauge and move throttles and levers to control the speed of rotary tables, and to regulate pressure of tools at bottoms of boreholes.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas",Count sections of drill rod to determine depths of boreholes.,1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Push levers and brake pedals to control gasoline, diesel, electric, or steam draw works that lower and raise drill pipes and casings in and out of wells.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Connect sections of drill pipe, using hand tools and powered wrenches and tongs.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Maintain records of footage drilled, location and nature of strata penetrated, materials and tools used, services rendered, and time required.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas",Maintain and adjust machinery to ensure proper performance.,1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas",Start and examine operation of slush pumps to ensure circulation and consistency of drilling fluid or mud in well.,1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Locate and recover lost or broken bits, casings, and drill pipes from wells, using special tools.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Weigh clay, and mix with water and chemicals to make drilling mud.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Direct rig crews in drilling and other activities, such as setting up rigs and completing or servicing wells.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Monitor progress of drilling operations, and select and change drill bits according to the nature of strata, using hand tools.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Repair or replace defective parts of machinery, such as rotary drill rigs, water trucks, air compressors, and pumps, using hand tools.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Clean and oil pulleys, blocks, and cables.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Bolt together pump and engine parts, and connect tanks and flow lines.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas",Remove core samples during drilling to determine the nature of the strata being drilled.,1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Cap wells with packers, or turn valves, to regulate outflow of oil from wells.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Line drilled holes with pipes, and install all necessary hardware, to prepare new wells.",1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas",Position and prepare truck-mounted derricks at drilling areas specified on field maps.,1.83,0,Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas","Plug observation wells, and restore sites.",1.83,0,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Maintain and perform safety inspections on equipment and tools.,2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Operate controls that raise derricks or level rigs.,2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas","Listen to engines, rotary chains, or other equipment to detect faulty operations or unusual well conditions.",2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas","Prepare reports of services rendered, tools used, or time required, for billing purposes.",2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Install pressure-control devices onto wellheads.,2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Confer with others to gather information regarding pipe or tool sizes or borehole conditions in wells.,2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas","Operate pumps that circulate water, oil, or other fluids through wells to remove sand or other materials obstructing the free flow of oil.",2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Drive truck-mounted units to well sites.,2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Interpret instrument readings to ascertain the depth of obstruction.,2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas","Thread cables through derrick pulleys, using hand tools.",2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas","Select fishing methods or tools for removing obstacles such as liners, broken casing, screens, or drill pipe.",2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Close and seal wells no longer in use.,2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas","Direct drilling crews performing activities such as assembling and connecting pipe, applying weights to drill pipes, or drilling around lodged obstacles.",2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas","Apply green technologies or techniques, such as the use of coiled tubing, slim-hole drilling, horizontal drilling, hydraulic fracturing, or gas lift systems.",2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Operate specialized equipment to remove obstructions by backing off or severing pipes by chemical or explosive action.,2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Perforate well casings or sidewalls of boreholes with explosive charges.,2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Examine unserviceable wells to determine actions to be taken to improve well conditions.,2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Monitor sound wave-generating or detecting mechanisms to determine well fluid levels.,2.11,1,Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",Insert detection instruments into wells with obstructions.,2.11,1,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Move levers, depress foot pedals, and turn dials to operate power machinery, such as power shovels, stripping shovels, scraper loaders, or backhoes.",1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Set up or inspect equipment prior to operation.,1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Become familiar with digging plans, machine capabilities and limitations, and efficient and safe digging procedures in a given application.",1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Observe hand signals, grade stakes, or other markings when operating machines so that work can be performed to specifications.",1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Operate machinery to perform activities such as backfilling excavations, vibrating or breaking rock or concrete, or making winter roads.",1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Receive written or oral instructions regarding material movement or excavation.,1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Move materials over short distances, such as around a construction site, factory, or warehouse.",1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Create or maintain inclines or ramps.,1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Lubricate, adjust, or repair machinery and replace parts, such as gears, bearings, or bucket teeth.",1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Handle slides, mud, or pit cleanings or maintenance.",1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Direct workers engaged in placing blocks or outriggers to prevent capsizing of machines when lifting heavy loads.,1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Measure and verify levels of rock or gravel, bases, or other excavated material.",1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Direct ground workers engaged in activities such as moving stakes or markers, or changing positions of towers.",1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Adjust dig face angles for varying overburden depths and set lengths.,1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Drive machines to work sites.,1.73,0,Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Perform manual labor to prepare or finish sites, such as shoveling materials by hand.",1.73,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",Operate controls to stabilize machines and to position and align drills.,1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Start, stop, and control drilling speed of machines and insertion of casings into holes.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Regulate air pressure, rotary speed, and downward pressure, according to the type of rock or concrete being drilled.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Select and attach drill bits and drill rods, adding more rods as hole depths increase, and changing drill bits as needed.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Drive or guide truck-mounted equipment into position, level and stabilize rigs, and extend telescoping derricks.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",Operate machines to flush earth cuttings or to blow dust from holes.,1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",Verify depths and alignments of boring positions.,1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Perform routine maintenance and upgrade work on machines and equipment, such as replacing parts, building up drill bits, and lubricating machinery.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Select the appropriate drill for the job, using knowledge of rock or soil conditions.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",Document geological formations encountered during work.,1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Drive trucks, tractors, or truck-mounted drills to and from work sites.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Assemble and position machines, augers, casing pipes, and other equipment, using hand and power tools.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",Record drilling progress and geological data.,1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Retrieve lost equipment from bore holes, using retrieval tools and equipment.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",Fabricate well casings.,1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Pour water into wells, or pump water or slush into wells to cool drill bits and to remove drillings.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",Create and lay out designs for drill and blast patterns.,1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Place and install screens, casings, pumps, and other well fixtures to develop wells.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Operate water-well drilling rigs and other equipment to drill, bore, and dig for water wells or for environmental assessment purposes.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Review client requirements and proposed locations for drilling operations to determine feasibility, and to determine cost estimates.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Drill or bore holes in rock for blasting, grouting, anchoring, or building foundations.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",Perform pumping tests to assess well performance.,1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Disinfect, reconstruct, and redevelop contaminated wells and water pumping systems, and clean and disinfect new wells in preparation for use.",1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",Design well pumping systems.,1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",Signal crane operators to move equipment.,1.87,0,Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas","Withdraw drill rods from holes, and extract core samples.",1.87,0,Construction and Extraction
